"Группа";"Дата";"День";"Пара";"Занятия"
"ТМ-4414п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"КП МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Физическая культура — вся группа, Потапова Регина Александровна, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4414п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"МДК.03.01 Разработка и реализация технологических процессов в механосборочном производстве — вся группа, Сивилькаев Вадим Михайлович, Кривоусова"
"ТМ-4414п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ТМ-4414п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ТМ-4414п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ТМ-4414п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — 2 п/г, Вальдиянов Ян Мансурович, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — вся группа, Саламатина Вера Викторовна, Лесная"
"ТМ-4414п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ЛПЗ МДК.04.01 Контроль, наладка, подналадка и техническое обслуживание сборочного оборудования — 1 п/г, Вальдиянов Ян Мансурович, Лесная"
"ИСП-2308";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"МДК.03.01 Внедрение и поддержка компьютерных систем — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-2308";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Дискретная математика с элементами математической логики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ИСП-2308";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ИСП-2308";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ИСП-2308";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"ЛПЗ МДК.03.01 Внедрение и поддержка компьютерных систем — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2308";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-2308";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-2308";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-2308";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ИСП-2308";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Компьютерные сети — вся группа, Колтышев Евгений Валерьевич, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Компьютерные сети — вся группа, Колтышев Евгений Валерьевич, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"ЛПЗ МДК.03.01 Внедрение и поддержка компьютерных систем — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-2308";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-2309п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"ИСП-2309п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"ОП.08 Основы проектирования баз данных — вся группа, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-2309п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная | ЛПЗ Основы проектирования баз данных — 1 п/г, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-2309п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"Иностранный язык в профессиональной деятельности — 1 п/г, Давыдова Валентина Алексеевна, Лесная | ЛПЗ Основы проектирования баз данных — 2 п/г, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-2309п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ИСП-2309п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ИСП-2309п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-2309п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Дискретная математика с элементами математической логики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2309п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"География — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ИСП-2309п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"Элементы высшей математики — вся группа, Нифонтова Ирина Геннадьевна, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Операционные системы и среды — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Компьютерные сети — вся группа, Колтышев Евгений Валерьевич, Лесная"
"ИСП-2309п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-2309п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-3306п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"МДК.01.03 Разработка мобильных приложений — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3306п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"МДК.01.03 Разработка мобильных приложений — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3306п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"МДК.01.04 Системное программирование — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"МДК.01.04 Системное программирование — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ИСП-3306п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ИСП-3306п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ИСП-3306п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ИСП-3306п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ИСП-3306п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Иностранный язык в профессиональной деятельности — 1 п/г, Новосёлова Светлана Юрьевна, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная | ЛПЗ МДК.01.04 Системное программирование — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3306п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Стандартизация, серификация и техническое документоведение — вся группа, Садриева Татьяна Геннадьевна, Кривоусова"
"ИСП-3306п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Основы филосовии — вся группа, Кузнецова Елизавета Олеговна, Кривоусова"
"ИСП-3306п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-3306п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-3307п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"ИСП-3307п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"-"
"ИСП-3307п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"МДК.01.03 Разработка мобильных приложений — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"МДК.01.02 Поддержка и тестирование программных модулей — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ИСП-3307п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК.01.04 Системное программирование — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"МДК.01.02 Поддержка и тестирование программных модулей — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 2 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ МДК.01.02 Поддержка и тестирование программных модулей — 2 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.01.04 Системное программирование — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 2 п/г, Меренчуков Иван Александрович, Лесная | ЛПЗ МДК.01.04 Системное программирование — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"МДК.01.03 Разработка мобильных приложений — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК 01.03 Разработка мобильных приложений — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ МДК.01.02 Поддержка и тестирование программных модулей — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-3307п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-3307п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ИСП-4304";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"МДК.04.01 Технология разработки и защиты баз данных — вся группа, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-4304";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"ИСП-4304";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ИСП-4304";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ИСП-4304";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ИСП-4304";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"МДК.04.01 Технология разработки и защиты баз данных — вся группа, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 2 п/г, Давыдова Валентина Алексеевна, Лесная | ЛПЗ МДК.04.01 Технология разработки и защиты баз данных — 1 п/г, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ЛПЗ МДК.04.01 Технология разработки и защиты баз данных — 2 п/г, Михайлова Татьяна Алексеевна, Лесная | ЛПЗ ВМДК.05.02 Сертификация информационных систем — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК.04.01 Технология разработки и защиты баз данных — 2 п/г, Михайлова Татьяна Алексеевна, Лесная"
"ИСП-4304";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-4304";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-4304";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ИСП-4304";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ИСП-4304";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ИСП-4304";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"ВМДК.05.02 Сертификация информационных систем — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-4304";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная | ЛПЗ ВМДК.05.02 Сертификация информационных систем — 2 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-4305п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"ИСП-4305п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"-"
"ИСП-4305п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"ИСП-4305п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ИСП-4305п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4305п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"ВМДК.05.02 Сертификация информационных систем — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-4305п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 2 п/г, Гарбузов Андрей Евгеньевич, Лесная | ЛПЗ ВМДК.05.02 Сертификация информационных систем — 1 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-4305п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"ВМДК.05.02 Сертификация информационных систем — вся группа, Меренчуков Иван Александрович, Лесная"
"ИСП-4305п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная | ЛПЗ ВМДК.05.02 Сертификация информационных систем — 2 п/г, Меренчуков Иван Александрович, Лесная"
"ИСП-4305п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ВМДК.05.01 Управление и автоматизация баз данных — вся группа, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4305п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"ИСП-4305п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ИСП-4305п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ИСП-4305п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ИСП-4305п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"МДК.02.01 Технология разработки программного обеспечения — вся группа, Ханьжина Ксения Владимировна, Лесная"
"ИСП-4305п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"МДК.02.01 Технология разработки программного обеспечения — вся группа, Ханьжина Ксения Владимировна, Лесная"
"ИСП-4305п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"ЛПЗ МДК.02.01 Технология разработки программного обеспечения — 2 п/г, Ханьжина Ксения Владимировна, Лесная | ЛПЗ ВМДК.05.01 Управление и автоматизация баз данных — 1 п/г, Гарбузов Андрей Евгеньевич, Лесная"
"ИСП-4305п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"ИСП-4305п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ИСП-4305п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ИСП-4305п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
